llm_name,metadata_format,processing_stage,url,domain,provider,name,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,manual_score
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Distribution format,2,False,Camtrap DP format,"ZIP archives containing Camtrap DP formatted data (JSON, CSV, raw image files); This field specifies that the data is distributed as ZIP archives containing data structured according to the Camtrap DP open standard, including JSON, CSV, and raw image files.",0.13953488372093023,0.06614785992217898,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Distribution format,2,False,.tif,TIFF (.tif) files within a ZIP archive; The dataset is distributed as TIFF files contained within a ZIP archive.,0.1,0.0357142857142857,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Keywords,2,False,"Biotic, water bottom, TMAP, Trilateral Wadden sea, UNESCO world heritage, Nature value, Ecotopes","TMAP, Trilaterale Waddenzee, UNESCO Werelderfgoed, Natuurwaarde, Ecotopen, Biotisch, Waterbodem; Significant terms and themes that describe the content of the resource.",0.12121212121212123,0.2321428571428571,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Keywords,2,False,"Human co-use, Wadden balance, Wadden provinces, Broad prosperity, Economy","Menselijk medegebruik, Waddenbalans, Waddenprovincies, Brede welvaart, Economie; Key terms describing the content of the resource.",0.08,0.34615384615384615,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Keywords,2,False,"Ecotope map, salt ecotope map, MWTL, intertidal zone, ecotopes, abiotic, morphology","Ecotopenkaart, Zoute Ecotopenkaart, MWTL, Intergetijdengebied, Ecotopen; These keywords categorize the resource by its primary themes, including ecotope mapping and intertidal areas.",0.18749999999999997,0.3076923076923077,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Keywords,1,False,"landsat, nasa, satellite-imagery, sentinel, usgs","landsat, nasa, satellite-imagery, sentinel, usgs; These are the tags or keywords associated with the dataset.",0.5454545454545454,0.44036697247706424,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Keywords,1,False,"forest reserve, monitoring, database, non-intervention dynamics","Forest Reserve, Monitoring, Database, Non-intervention Dynamics; These keywords provide thematic categorization for the dataset's content.",0.5833333333333334,0.4130434782608695,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Keywords,0,True,N/A,"MOD09A1 Data Keywords; Key terms associated with the MOD09A1 product include MODIS, Terra, Surface Reflectance, 8-Day, Global, 500m, and Atmospheric Correction.",0.0,0.006249999999999978,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Keywords,1,False,"landsat, blue, 30m","landsat, blue, 30-m; The keywords associated with the dataset include landsat, blue, and 30-m.",0.21052631578947367,0.19148936170212771,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Keywords,1,False,"landsat, green, 30m","landsat, green, 30-m; Key terms used to categorize and describe the dataset's content.",0.2222222222222222,0.22093023255813948,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Keywords,1,False,"landsat, ndvi, 30m","Landsat, Ndvi, 30-M; These are the keywords associated with the dataset.",0.26666666666666666,0.20833333333333337,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Keywords,1,False,"species distribution model, tree species, landsat","Species Distribution Model, Tree Species, Landsat; Keywords describing the content and nature of the dataset.",0.5714285714285715,0.39449541284403666,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Keywords,0,True,N/A,"Ornithology, Citizen Science, Biodiversity, Bird Conservation; These keywords broadly describe the scientific and practical domains covered by the eBird Observation Dataset.",0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Keywords,0,True,N/A,"Camera Trap Data, Amsterdamse Waterleidingduinen, Pilot Studies; This entity lists relevant terms or tags that describe the dataset's content and subject matter.",0.0,0.006211180124223614,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Keywords,0,True,N/A,"Camera trap, Amsterdamse Waterleidingduinen, Species detection, Data accumulation; Terms or phrases that categorize and describe the main subjects of the dataset.",0.0,0.006172839506172867,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Keywords,0,True,N/A,Camera trap; Amsterdamse Waterleidingduinen; Occurrence data; Terms that describe the main topics and content of the dataset.,0.0,0.008000000000000007,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Keywords,1,False,"ecology, camera trapping, dunes","ecology, camera trapping, dunes; This field lists relevant keywords and subjects that describe the content and domain of the dataset.",0.33333333333333337,0.23308270676691734,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Keywords,1,False,spatial downscaling; GLOBIO land use allocation model; land use projection; Socio-economic Pathway (SSP); Representative Concentration Pathways (RCP); scenarios,"spatial downscaling, GLOBIO land use allocation model, land use projection, Socio-economic Pathway (SSP), Representative Concentration Pathways (RCP), scenarios; These terms are used to categorize and facilitate the discovery of the dataset.",0.7450980392156863,0.6431535269709543,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),License,0,True,N/A,"Copyright; The legal terms under which the data can be used, which include copyright.",0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),License,0,True,N/A,No Usage Limitations; The legal conditions under which the data can be used.,0.0,0.013157894736842146,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),License,0,True,N/A,"Geen beperkingen; The resource is provided under a ""no restrictions"" policy, indicating open usage.",0.125,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),License,0,True,N/A,"Free for research, education, and nonprofit use; While a formal license is not named, Earth Engine states it is free to use for research, education, and nonprofit purposes.",0.06666666666666667,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),License,1,False,DANS Licence,"DANS Licence; The dataset is governed by the DANS Licence, outlining its terms of use.",0.23529411764705882,0.13953488372093026,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),License,0,True,N/A,Not Explicitly Stated; The specific license governing the use and distribution of the MOD09A1 data product is not explicitly mentioned in the provided text.,0.0,0.012820512820512775,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0; The dataset is licensed under Creative Commons Attribution-ShareAlike 4.0 International (CC-BY-SA-4.0).,0.37037037037037035,0.10256410256410253,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0; The legal terms governing the use and distribution of the dataset.,0.47619047619047616,0.15000000000000002,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),License,1,False,CC-BY-SA-4.0,Cc-By-Sa-4.0; The dataset is licensed under Creative Commons Attribution-ShareAlike 4.0 International.,0.45454545454545453,0.0980392156862745,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0; The specific license under which the dataset is made available for use.,0.45454545454545453,0.14117647058823535,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),License,1,False,CC BY 4.0,CC BY 4.0; The dataset is licensed under the Creative Commons Attribution 4.0 International Public License.,0.3636363636363636,0.08411214953271029,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),License,1,False,CC BY 4.0,"CC BY 4.0; This entity specifies the terms under which the dataset can be used, shared, and adapted.",0.34782608695652173,0.08999999999999997,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),License,1,False,CC BY 4.0,"CC BY 4.0; The legal terms governing the use and distribution of the dataset, allowing for sharing and adaptation with attribution.",0.3076923076923077,0.06870229007633588,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),License,1,False,CC BY 4.0,CC BY 4.0; The legal terms under which the dataset can be used and distributed.,0.4,0.11392405063291144,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),License,1,False,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International; This field specifies the legal terms governing the use and distribution of the dataset.,0.4615384615384615,0.3407407407407408,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),License,1,False,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International; This specifies the legal terms under which the dataset can be used and distributed.,0.4615384615384615,0.35114503816793896,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Metadata date,2,False,2024-09-03,2024-09-03; The date when the metadata record was last updated.,0.4,0.15873015873015872,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Metadata date,2,False,2025-04-11,Publication Date; The date when the resource was published.,0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Metadata date,2,False,2017-01-31,2017-01-31; This date indicates when the metadata for the resource was originally published.,0.33333333333333337,0.10869565217391308,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Metadata date,0,True,N/A,"Dataset Availability; The dataset is available from November 28, 2015, to May 31, 2025.",0.0,0.011494252873563204,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Metadata date,2,False,2019-04-11,"April 11, 2019; This date signifies the publication of several files within the dataset.",0.11764705882352941,0.045454545454545414,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Metadata date,0,True,N/A,"MOD09A1 Version 6.1 Metadata Date; The metadata for the MOD09A1 product reflects its Version 6.1, with an example image from October-November 2020 suggesting its currency.",0.0,0.005847953216374324,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Metadata date,0,True,N/A,<Nightly Inference>; Metadata date information is not explicitly provided in the text.,0.0,0.011627906976744207,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Metadata date,0,True,N/A,Not Provided; The date when the metadata was created or last updated is not explicitly stated in the text.,0.0,0.009433962264150941,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Metadata date,0,True,N/A,Not Explicitly Stated; A specific date for the metadata itself is not explicitly provided in the text.,0.10526315789473684,0.019607843137254943,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Metadata date,0,True,N/A,N/A; The specific creation or last update date of the metadata record is not explicitly provided in the input text.,0.17391304347826084,0.02608695652173909,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Metadata date,1,False,"September 27, 2024","September 27, 2024; This is the last modification date for the dataset's metadata.",0.35294117647058826,0.2195121951219512,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Metadata date,1,False,"July 5, 2024","July 5, 2024; This entity indicates the most recent date on which the dataset's metadata was updated.",0.2857142857142857,0.1188118811881188,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Metadata date,1,False,"July 4, 2024","July 4, 2024; The date when the metadata for this dataset was last modified or registered.",0.3157894736842105,0.1333333333333333,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Metadata date,1,False,"July 4, 2024","July 4, 2024; The date when the dataset's metadata was last modified.",0.375,0.17391304347826086,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Metadata date,1,False,"June 11, 2024","June 3, 2024; This field indicates the date when the dataset's metadata was published or created.",0.2,0.1030927835051546,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Metadata date,1,False,"September 6, 2023","September 5, 2023; This is the date the metadata for the dataset was created.",0.23529411764705882,0.20779220779220775,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Metadata language,1,False,"Dutch, Flemish",Nederlands; Vlaams; The language in which the metadata record is written.,0.0,0.09589041095890416,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Metadata language,1,False,Dutch,Nederlands; The language in which the metadata is provided.,0.0,0.05084745762711862,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Metadata language,1,False,Dutch,Nederlands; The metadata information is provided in the Dutch language.,0.18181818181818182,0.07042253521126762,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Metadata language,2,False,English,English; The language of the metadata and the source text is English.,0.15384615384615385,0.10144927536231885,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Metadata language,1,False,English,English; The language used for the dataset's metadata and descriptions.,0.16666666666666669,0.09859154929577463,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Metadata language,2,False,English,English; The language used for all metadata and documentation regarding the MOD09A1 data product is English.,0.11764705882352941,0.06481481481481477,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Metadata language,2,False,English,English; The language used for the dataset's metadata is English.,0.16666666666666669,0.10769230769230764,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Metadata language,2,False,English,English; The language used for the metadata descriptions.,0.2222222222222222,0.1228070175438597,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Metadata language,2,False,English,English; The metadata language is specified as English.,0.2222222222222222,0.12727272727272732,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Metadata language,2,False,English,"English; The language used for the metadata, explicitly stated as English.",0.16666666666666669,0.09459459459459463,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Metadata language,1,False,English,English; The metadata for this dataset is provided in English.,0.18181818181818182,0.11290322580645162,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Metadata language,1,False,English,English; This entity specifies the language used for the dataset's metadata.,0.15384615384615385,0.09210526315789469,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Metadata language,1,False,English,English; The language in which the dataset's metadata is provided.,0.16666666666666669,0.10606060606060608,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Metadata language,1,False,English,English; The language in which the dataset's metadata is provided.,0.16666666666666669,0.10606060606060608,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Metadata language,2,False,English,English; This field specifies the language in which the dataset's metadata is written.,0.13333333333333333,0.08139534883720934,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Metadata language,1,False,English,English; This is the language in which the dataset's metadata is provided.,0.14285714285714288,0.09459459459459463,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Resource type,2,False,Dataset,"Dataset; The classification of the resource, indicating it is a dataset.",0.16666666666666669,0.09722222222222221,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Resource type,0,True,N/A,"Socio-Economic Monitor; The type of resource, specifically a socio-economic monitor.",0.14285714285714285,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Resource type,0,True,N/A,"Ecotopenkaart; The resource is an ecotope map, which is a specialized type of geographic dataset.",0.11764705882352941,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Resource type,0,True,N/A,"Image Collection; The resource is an ee.ImageCollection, a type of geospatial dataset.",0.13333333333333336,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Resource type,0,True,N/A,Dataset; The described resource is a collection of structured data.,0.16666666666666669,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Resource type,0,True,N/A,"Data Product; The MOD09A1 is classified as a data product, specifically a Level 3 Global Gridded product derived from the MODIS sensor.",0.08333333333333334,0.007407407407407418,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Resource type,1,False,imagery,Imagery; The resource is classified as imagery.,0.25,0.14893617021276595,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Resource type,1,False,imagery,Imagery; The general classification of the data as a visual representation.,0.16666666666666669,0.07999999999999996,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Resource type,1,False,imagery,Imagery; The resource is classified as imagery.,0.25,0.14893617021276595,-1
