llm_name,metadata_format,processing_stage,url,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,relevancy,faithfulness,domain,provider,name,Metadata availability
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Description,1,False,"[NDVI](Tucker, 1979) quantifies vegetation greenness, computed from 30-m bi-monthly aggregated and gapfilled GLAD Landsat ARD from 2000 to 2022.",NDVI,0.08695652173913045,0.02777777777777779,0.7598529103107673,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Available and structured
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Description,1,False,Actual Natural Vegetation (ANV): probability of occurrence for the Pedunculate oak in its realized environment for the period 2000 - 2033,Actual Natural Vegetation (ANV): probability of occurrence for the Pedunculate oak in its realized environment for the period 2000 - 2033.,1.0,0.9927536231884058,0.7637637721734812,1.0,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Available and structured
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,Description,1,False,"eBird is a collective enterprise that takes a novel approach to citizen science by developing cooperative partnerships among experts in a wide range of fields: population ecologists, conservation biologists, quantitative ecologists, statisticians, computer scientists, GIS and informatics specialists, application developers, and data administrators. Managed by the Cornell Lab of Ornithology eBird’s goal is to increase data quantity through participant recruitment and engagement globally, but also to quantify and control for data quality issues such as observer variability, imperfect detection of species, and both spatial and temporal bias in data collection. eBird data are openly available and used by a broad spectrum of students, teachers, scientists, NGOs, government agencies, land managers, and policy makers. The result is that eBird has become a major source of biodiversity data, increasing our knowledge of the dynamics of species distributions, and having a direct impact on the conservation of birds and their habitats.",EOD – eBird Observation Dataset is a collective citizen science enterprise managed by the Cornell Lab of Ornithology to increase biodiversity data quantity and quality for birds.,0.22857142857142856,0.14932562620423895,0.7700423815410101,1.0,gbif.org,GBIF,eBird observation dataset (GBIF),Available and structured
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,Description,1,False,"This camera trap pilot 1 was primarily focused on testing camera deployment, data accumulation and data transmission (4G coverage) in a remote dune location of the Netherlands. Three Snyper Commander cameras were deployed from August 13th 2021 to August 2023 (approx. 747 days). The three cameras were placed within exclosures (locations Zilkerpad, van Limburgstirum Vallei and Wolfsveld in the Amsterdam Water Supply Dunes), at 30 cm above the ground. All images from 14th of August 2021 until 31st of December 2022 were annotated, with a total of 30,464 images over 505 days from the three cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","Camera Trap Pilot 1 Description. This camera trap pilot 1 was primarily focused on testing camera deployment, data accumulation and data transmission (4G coverage) in a remote dune location of the Netherlands.",0.33333333333333337,0.19350649350649352,0.752457267066135,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Available and structured
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,Description,1,False,"Camera trap pilot 2 was a test of the difference in species detection and data accumulation between a Snyper Commander camera with a regular lens (52°) and one with a wide lens (100°). The cameras were deployed at 30 cm above the ground within the herbivore exclosure Zeeveld Noord in the Amsterdam Water Supply Dunes from 14th of August 2021 to 24th of September 2021. During this pilot, a solar panel failure caused the cameras to stop recording data from the 24th of August 2021 to the 6th of September (14 days). During annotation, only days in which both cameras were operational were annotated. This led to a total of 1,113 images over 28 days from the two cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).",Camera Trap Data Recorded During Pilot Studies In The Amsterdamse Waterleidingduinen - Pilot 2,0.08433734939759036,0.09393579072532698,0.7931091088160684,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Available and structured
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,Description,1,False,"Camera trapping pilot 3 was a test of the effect of lens angle, as well as a test of the influence of camera height and being deployed outside herbivore exclosures (security, herbivore damage, more varied habitat types). At each of three locations (all in the area Westweg of the Amsterdam Water Supply Dunes), both a regular lens Snyper Commander camera (52°) and a wide lens Wilsus Tradenda camera (100°) were deployed (n = 6 cameras). The cameras were placed at different heights at each location (30 cm, 40 cm and 50 cm above the ground). A month of data from this pilot was annotated, from 1st March 2023 to 31st of March 2023. This led to a total of 16,020 annotated images over 31 days from six cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","Camera trap data recorded during pilot studies in the Amsterdamse Waterleidingduinen - pilot 3. This dataset contains camera trap data recorded during pilot studies in the Amsterdamse Waterleidingduinen, focusing on the effect of lens angle, camera height, and deployment outside herbivore exclosures.",0.15841584158415842,0.2090909090909091,0.794498176652935,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Available and structured
Gemini 2.5 Flash,croissant,Post,https://zenodo.org/records/11440456,Description,1,False,"Three camera trap data packages (https://camtrap-dp.tdwg.org/) of data collected as part of pilot studies carried out in the  Amsterdamse Waterleidingduinen. The pilots were aimed at determining how different types of camera deployment (e.g. regular vs. wide lens, various heights, inside/outside exclosures) might influence species detections, and how to deploy autonomous wildlife monitoring networks. Two pilots were conducted in herbivore exclosures and mainly detected European rabbits (Oryctolagus cuniculus) and red fox (Vulpes vulpes). The third pilot was conducted outside exclosures, with the European fallow deer (Dama dama) being most prevalent. Across all three pilots, a total of 47,597 images were annotated using the Agouti platform. All annotations were verified and quality-checked by a human expert. A total of 2,779 observations of 20 different species (including humans) were observed using 11 wildlife cameras during 2021–2023. The raw image files (excluding humans), image metadata, deployment metadata and observations from each pilot are shared using the Camtrap DP open standard and the extended data publishing capabilities of GBIF to increase the findability, accessibility, interoperability, and reusability of this data. The data are freely available and can be used for developing artificial intelligence (AI) algorithms that automatically detect and identify species from wildlife camera images.",Repository Of Camera Trap Data Recorded During Three Pilot Studies Of The Amsterdamse Waterleidingduinen,0.07142857142857144,0.06306937631394538,0.8046408092147761,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Available and structured
Gemini 2.5 Flash,croissant,Post,https://zenodo.org/records/8319440,Description,1,False,"This dataset comprises high-resolution land use data downscaled from LUH2 scenarios for Belgium at both 10 m and 100 m resolutions. These datasets were generated based on research conducted by Rashidi et al. in 2023 and published in the Land Journal. We employed the GLOBIO land allocation routine to downscale fractional land use data, originally at a 0.25 deg resolution (approximately 25 km), into discrete land use maps at 10 m and 100 m resolutions. This process utilized three distinct reference land cover maps: ESA WorldCover at 10 m resolution, ESA WorldCover upscaled to 100 m resolution, and CORINE land cover at 100 m resolution. During the downsizing process, we considered three SSP-RCP scenarios to model land use trends for both the present and the year 2050 on a national scale in Belgium. Key components of the model included regional land use demand, an assessment of grid cells suitability for various land use types, and a reference land cover map. It is important to note that the classification system used in the reference maps differs from that of LUH2. To ensure comparability for land use simulations, we conducted a reclassification process following the methodologies outlined by Pérez-Hoyos et al. (2012), Dong et al. (2018), and Liao et al. (2020). This reclassification consolidated land use classes, except for water, into seven general categories: 1) urban, 2) cropland, 3) pasture, 4) forestry, 5) secondary vegetation, 6) undefined, and 7) natural. The raw data consists of three folders corresponding to the three reference maps, each containing four TIFF files (.tif), one for each scenario type.",This dataset comprises high-resolution land use data downscaled from LUH2 scenarios for Belgium at both 10 m and 100 m resolutions,0.1522491349480969,0.07955936352509185,0.9142468917363652,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Available and structured
Gemini 2.5 Flash,croissant,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Keywords,2,False,"Biotic, water bottom, TMAP, Trilateral Wadden sea, UNESCO world heritage, Nature value, Ecotopes","TMAP, Trilaterale Waddenzee, UNESCO Werelderfgoed, Natuurwaarde, Ecotopen",0.2,0.5520833333333333,0.7783324712552094,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Available but unstructured
Gemini 2.5 Flash,croissant,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Keywords,2,False,"Human co-use, Wadden balance, Wadden provinces, Broad prosperity, Economy","GEMET - INSPIRE Themes; Menselijk Medegebruik, Waddenbalans, Waddenprovincies, Brede Welvaart, Economie",0.10000000000000002,0.4271844660194175,0.7912322613658883,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Available but unstructured
Gemini 2.5 Flash,croissant,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Keywords,2,False,"Ecotope map, salt ecotope map, MWTL, intertidal zone, ecotopes, abiotic, morphology","Ecotopenkaart, Zoute Ecotopenkaart, MWTL, Intergetijdengebied, Ecotopen",0.11764705882352942,0.42168674698795183,0.7809983349016143,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Available but unstructured
Gemini 2.5 Flash,croissant,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Keywords,1,False,"landsat, nasa, satellite-imagery, sentinel, usgs","landsat, nasa, satellite-imagery, sentinel, and usgs",0.923076923076923,0.9230769230769231,0.7879894540176483,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Available and structured
Gemini 2.5 Flash,croissant,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Keywords,1,False,"forest reserve, monitoring, database, non-intervention dynamics","Forest reserve, monitoring, database, non-intervention dynamics",1.0,0.9841269841269842,0.7863781246797833,0.75,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Available and structured
Gemini 2.5 Flash,croissant,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,Keywords,0,True,N/A,"Surface Reflectance, MODIS, Terra",0.0,0.0,0.7784808297502458,1.0,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Unavailable
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, blue, 30m","Landsat, Blue, 30-m",0.5714285714285715,0.8421052631578947,0.0,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Available and structured
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, green, 30m","Landsat, green, 30-m",0.5714285714285715,0.9,0.0,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Available and structured
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Keywords,1,False,"landsat, ndvi, 30m","landsat, ndvi, 30-m",0.5714285714285715,0.9473684210526316,0.0,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Available and structured
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Keywords,1,False,"species distribution model, tree species, landsat","species distribution model, tree species, landsat",1.0,1.0,0.7955598915719637,1.0,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Available and structured
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,Keywords,0,True,N/A,"eBird, occurrence data, citizen science, ornithology, biodiversity",0.0,0.0,0.8562576178988807,0.8,gbif.org,GBIF,eBird observation dataset (GBIF),Unavailable
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,Keywords,0,True,N/A,"Camera Trap Data, Amsterdamse Waterleidingduinen, Occurrence Data",0.0,0.01538461538461533,0.0,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Unavailable
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,Keywords,0,True,N/A,"Camera Trap, Amsterdamse Waterleidingduinen, Biodiversity, Pilot Study",0.0,0.014285714285714235,0.0,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Unavailable
Gemini 2.5 Flash,croissant,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,Keywords,0,True,N/A,"Camera Trap, Amsterdamse Waterleidingduinen, Pilot Studies",0.0,0.017241379310344862,0.0,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Unavailable
Gemini 2.5 Flash,croissant,Post,https://zenodo.org/records/11440456,Keywords,1,False,"ecology, camera trapping, dunes","Ecology, Camera Trapping, Dunes",1.0,0.8709677419354839,0.7785172081829806,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Available and structured
Gemini 2.5 Flash,croissant,Post,https://zenodo.org/records/8319440,Keywords,1,False,spatial downscaling; GLOBIO land use allocation model; land use projection; Socio-economic Pathway (SSP); Representative Concentration Pathways (RCP); scenarios,Spatial Downscaling; GLOBIO Land Use Allocation Model; Land Use Projection; Socio-Economic Pathway (SSP); Representative Concentration Pathways (RCP); Scenarios,1.0,0.93125,0.7931368949578128,0.8333333333333334,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Available and structured
